Pixel,,Wavenumber,Raman Shift,Dark,Reference,,Dark Subtracted #1,%TR #1,Absorbance #1,Irradiance (W/cm^2/nm) #1,RelativeIntensityCorrection_Ratio #1,ReferenceMaterialCorrection_Ratio #1,AbsoluteIrradianceCorrection_Ratio #1
575,561.71,17802.73,-17802.73,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
576,562.12,17789.92,-17789.92,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
577,562.52,17777.13,-17777.13,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
578,562.92,17764.37,-17764.37,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
579,563.33,17751.62,-17751.62,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
580,563.73,17738.89,-17738.89,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
581,564.14,17726.19,-17726.19,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
582,564.54,17713.5,-17713.5,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
583,564.94,17700.84,-17700.84,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
584,565.35,17688.19,-17688.19,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
585,565.75,17675.57,-17675.57,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
586,566.16,17662.97,-17662.97,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
587,566.56,17650.38,-17650.38,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
588,566.96,17637.82,-17637.82,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
589,567.37,17625.28,-17625.28,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
590,567.77,17612.75,-17612.75,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
591,568.17,17600.25,-17600.25,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
592,568.58,17587.77,-17587.77,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
593,568.98,17575.3,-17575.3,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
594,569.38,17562.86,-17562.86,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
595,569.79,17550.43,-17550.43,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
596,570.19,17538.03,-17538.03,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
597,570.59,17525.64,-17525.64,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
598,571,17513.28,-17513.28,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
599,571.4,17500.93,-17500.93,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
600,571.8,17488.61,-17488.61,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
601,572.2,17476.3,-17476.3,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
602,572.61,17464.01,-17464.01,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
603,573.01,17451.75,-17451.75,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
604,573.41,17439.5,-17439.5,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
605,573.81,17427.27,-17427.27,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
606,574.22,17415.06,-17415.06,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
607,574.62,17402.87,-17402.87,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
608,575.02,17390.7,-17390.7,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
609,575.42,17378.55,-17378.55,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
610,575.82,17366.41,-17366.41,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
611,576.23,17354.3,-17354.3,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
612,576.63,17342.2,-17342.2,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
613,577.03,17330.13,-17330.13,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
614,577.43,17318.07,-17318.07,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
615,577.83,17306.03,-17306.03,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
616,578.23,17294.01,-17294.01,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
617,578.64,17282.01,-17282.01,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
618,579.04,17270.03,-17270.03,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
619,579.44,17258.07,-17258.07,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
620,579.84,17246.12,-17246.12,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
621,580.24,17234.2,-17234.2,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
622,580.64,17222.29,-17222.29,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
623,581.04,17210.4,-17210.4,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
624,581.45,17198.53,-17198.53,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
625,581.85,17186.68,-17186.68,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
626,582.25,17174.84,-17174.84,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
627,582.65,17163.03,-17163.03,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
628,583.05,17151.23,-17151.23,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
629,583.45,17139.45,-17139.45,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
630,583.85,17127.69,-17127.69,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
631,584.25,17115.95,-17115.95,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
632,584.65,17104.23,-17104.23,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
633,585.05,17092.52,-17092.52,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
634,585.45,17080.83,-17080.83,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
635,585.85,17069.16,-17069.16,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
636,586.25,17057.51,-17057.51,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
637,586.65,17045.88,-17045.88,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
638,587.05,17034.26,-17034.26,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
639,587.45,17022.67,-17022.67,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
640,587.85,17011.08,-17011.08,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
641,588.25,16999.52,-16999.52,0,65535,55,55,0,0,0,1,1.00E+00,1.00E+00
642,588.65,16987.98,-16987.98,0,65535,0,0,0,0,0,1,1.00E+00,1.00E+00
643,589.05,16976.45,-16976.45,0,65535,69,69,0,0,0,1,1.00E+00,1.00E+00
644,589.45,16964.94,-16964.94,0,65535,61,61,0,0,0,1,1.00E+00,1.00E+00
645,589.85,16953.45,-16953.45,0,65535,103,103,0,0,0,1,1.00E+00,1.00E+00
646,590.25,16941.98,-16941.98,0,65535,211,211,0,0,0,1,1.00E+00,1.00E+00
647,590.65,16930.52,-16930.52,0,65535,291,291,0,0,0,1,1.00E+00,1.00E+00
648,591.05,16919.08,-16919.08,0,65535,233,233,0,0,0,1,1.00E+00,1.00E+00
649,591.45,16907.66,-16907.66,0,65535,305,305,0,0,0,1,1.00E+00,1.00E+00
650,591.85,16896.25,-16896.25,0,65535,389,389,0,0,0,1,1.00E+00,1.00E+00
651,592.25,16884.87,-16884.87,0,65535,533,533,0,0,0,1,1.00E+00,1.00E+00
652,592.65,16873.5,-16873.5,0,65535,641,641,0,0,0,1,1.00E+00,1.00E+00
653,593.04,16862.15,-16862.15,0,65535,739,739,0,0,0,1,1.00E+00,1.00E+00
654,593.44,16850.81,-16850.81,0,65535,641,641,0,0,0,1,1.00E+00,1.00E+00
655,593.84,16839.49,-16839.49,0,65535,733,733,0,0,0,1,1.00E+00,1.00E+00
656,594.24,16828.19,-16828.19,0,65535,753,753,0,0,0,1,1.00E+00,1.00E+00
657,594.64,16816.91,-16816.91,0,65535,691,691,0,0,0,1,1.00E+00,1.00E+00
658,595.04,16805.64,-16805.64,0,65535,785,785,0,0,0,1,1.00E+00,1.00E+00
659,595.44,16794.39,-16794.39,0,65535,779,779,0,0,0,1,1.00E+00,1.00E+00
660,595.84,16783.16,-16783.16,0,65535,865,865,0,0,0,1,1.00E+00,1.00E+00
661,596.23,16771.95,-16771.95,0,65535,709,709,0,0,0,1,1.00E+00,1.00E+00
662,596.63,16760.75,-16760.75,0,65535,815,815,0,0,0,1,1.00E+00,1.00E+00
663,597.03,16749.57,-16749.57,0,65535,823,823,0,0,0,1,1.00E+00,1.00E+00
664,597.43,16738.4,-16738.4,0,65535,757,757,0,0,0,1,1.00E+00,1.00E+00
665,597.83,16727.26,-16727.26,0,65535,823,823,0,0,0,1,1.00E+00,1.00E+00
666,598.22,16716.13,-16716.13,0,65535,541,541,0,0,0,1,1.00E+00,1.00E+00
667,598.62,16705.01,-16705.01,0,65535,595,595,0,0,0,1,1.00E+00,1.00E+00
668,599.02,16693.91,-16693.91,0,65535,719,719,0,0,0,1,1.00E+00,1.00E+00
669,599.42,16682.83,-16682.83,0,65535,565,565,0,0,0,1,1.00E+00,1.00E+00
670,599.82,16671.77,-16671.77,0,65535,601,601,0,0,0,1,1.00E+00,1.00E+00
671,600.21,16660.72,-16660.72,0,65535,617,617,0,0,0,1,1.00E+00,1.00E+00
672,600.61,16649.69,-16649.69,0,65535,661,661,0,0,0,1,1.00E+00,1.00E+00
673,601.01,16638.68,-16638.68,0,65535,583,583,0,0,0,1,1.00E+00,1.00E+00
674,601.41,16627.68,-16627.68,0,65535,459,459,0,0,0,1,1.00E+00,1.00E+00
675,601.8,16616.7,-16616.7,0,65535,451,451,0,0,0,1,1.00E+00,1.00E+00
676,602.2,16605.74,-16605.74,0,65535,391,391,0,0,0,1,1.00E+00,1.00E+00
677,602.6,16594.79,-16594.79,0,65535,341,341,0,0,0,1,1.00E+00,1.00E+00
678,603,16583.86,-16583.86,0,65535,401,401,0,0,0,1,1.00E+00,1.00E+00
679,603.39,16572.94,-16572.94,0,65535,327,327,0,0,0,1,1.00E+00,1.00E+00
680,603.79,16562.04,-16562.04,0,65535,299,299,0,0,0,1,1.00E+00,1.00E+00
681,604.19,16551.16,-16551.16,0,65535,283,283,0,0,0,1,1.00E+00,1.00E+00
682,604.58,16540.29,-16540.29,0,65535,327,327,0,0,0,1,1.00E+00,1.00E+00
683,604.98,16529.44,-16529.44,0,65535,351,351,0,0,0,1,1.00E+00,1.00E+00
684,605.38,16518.61,-16518.61,0,65535,401,401,0,0,0,1,1.00E+00,1.00E+00
685,605.77,16507.79,-16507.79,0,65535,339,339,0,0,0,1,1.00E+00,1.00E+00
686,606.17,16496.99,-16496.99,0,65535,459,459,0,0,0,1,1.00E+00,1.00E+00
687,606.57,16486.2,-16486.2,0,65535,307,307,0,0,0,1,1.00E+00,1.00E+00
688,606.96,16475.43,-16475.43,0,65535,179,179,0,0,0,1,1.00E+00,1.00E+00
689,607.36,16464.68,-16464.68,0,65535,267,267,0,0,0,1,1.00E+00,1.00E+00
690,607.76,16453.94,-16453.94,0,65535,181,181,0,0,0,1,1.00E+00,1.00E+00
691,608.15,16443.22,-16443.22,0,65535,231,231,0,0,0,1,1.00E+00,1.00E+00
692,608.55,16432.51,-16432.51,0,65535,303,303,0,0,0,1,1.00E+00,1.00E+00
693,608.95,16421.82,-16421.82,0,65535,157,157,0,0,0,1,1.00E+00,1.00E+00
694,609.34,16411.15,-16411.15,0,65535,225,225,0,0,0,1,1.00E+00,1.00E+00
695,609.74,16400.49,-16400.49,0,65535,411,411,0,0,0,1,1.00E+00,1.00E+00
696,610.13,16389.84,-16389.84,0,65535,297,297,0,0,0,1,1.00E+00,1.00E+00
697,610.53,16379.22,-16379.22,0,65535,331,331,0,0,0,1,1.00E+00,1.00E+00
698,610.93,16368.61,-16368.61,0,65535,431,431,0,0,0,1,1.00E+00,1.00E+00
699,611.32,16358.01,-16358.01,0,65535,385,385,0,0,0,1,1.00E+00,1.00E+00
700,611.72,16347.43,-16347.43,0,65535,445,445,0,0,0,1,1.00E+00,1.00E+00
701,612.11,16336.86,-16336.86,0,65535,387,387,0,0,0,1,1.00E+00,1.00E+00
702,612.51,16326.32,-16326.32,0,65535,447,447,0,0,0,1,1.00E+00,1.00E+00
703,612.9,16315.78,-16315.78,0,65535,465,465,0,0,0,1,1.00E+00,1.00E+00
704,613.3,16305.26,-16305.26,0,65535,495,495,0,0,0,1,1.00E+00,1.00E+00
705,613.69,16294.76,-16294.76,0,65535,497,497,0,0,0,1,1.00E+00,1.00E+00
706,614.09,16284.27,-16284.27,0,65535,605,605,0,0,0,1,1.00E+00,1.00E+00
707,614.48,16273.8,-16273.8,0,65535,455,455,0,0,0,1,1.00E+00,1.00E+00
708,614.88,16263.34,-16263.34,0,65535,591,591,0,0,0,1,1.00E+00,1.00E+00
709,615.27,16252.9,-16252.9,0,65535,485,485,0,0,0,1,1.00E+00,1.00E+00
710,615.67,16242.48,-16242.48,0,65535,557,557,0,0,0,1,1.00E+00,1.00E+00
711,616.06,16232.07,-16232.07,0,65535,581,581,0,0,0,1,1.00E+00,1.00E+00
712,616.46,16221.67,-16221.67,0,65535,569,569,0,0,0,1,1.00E+00,1.00E+00
713,616.85,16211.29,-16211.29,0,65535,657,657,0,0,0,1,1.00E+00,1.00E+00
714,617.25,16200.92,-16200.92,0,65535,653,653,0,0,0,1,1.00E+00,1.00E+00
715,617.64,16190.57,-16190.57,0,65535,689,689,0,0,0,1,1.00E+00,1.00E+00
716,618.04,16180.24,-16180.24,0,65535,655,655,0,0,0,1,1.00E+00,1.00E+00
717,618.43,16169.92,-16169.92,0,65535,709,709,0,0,0,1,1.00E+00,1.00E+00
718,618.83,16159.61,-16159.61,0,65535,629,629,0,0,0,1,1.00E+00,1.00E+00
719,619.22,16149.32,-16149.32,0,65535,615,615,0,0,0,1,1.00E+00,1.00E+00
720,619.62,16139.05,-16139.05,0,65535,617,617,0,0,0,1,1.00E+00,1.00E+00
721,620.01,16128.79,-16128.79,0,65535,715,715,0,0,0,1,1.00E+00,1.00E+00
722,620.4,16118.54,-16118.54,0,65535,683,683,0,0,0,1,1.00E+00,1.00E+00
723,620.8,16108.31,-16108.31,0,65535,665,665,0,0,0,1,1.00E+00,1.00E+00
724,621.19,16098.1,-16098.1,0,65535,739,739,0,0,0,1,1.00E+00,1.00E+00
725,621.59,16087.89,-16087.89,0,65535,719,719,0,0,0,1,1.00E+00,1.00E+00
726,621.98,16077.71,-16077.71,0,65535,715,715,0,0,0,1,1.00E+00,1.00E+00
727,622.37,16067.54,-16067.54,0,65535,631,631,0,0,0,1,1.00E+00,1.00E+00
728,622.77,16057.38,-16057.38,0,65535,637,637,0,0,0,1,1.00E+00,1.00E+00
729,623.16,16047.24,-16047.24,0,65535,643,643,0,0,0,1,1.00E+00,1.00E+00
730,623.55,16037.11,-16037.11,0,65535,617,617,0,0,0,1,1.00E+00,1.00E+00
731,623.95,16027,-16027,0,65535,699,699,0,0,0,1,1.00E+00,1.00E+00
732,624.34,16016.9,-16016.9,0,65535,817,817,0,0,0,1,1.00E+00,1.00E+00
733,624.73,16006.82,-16006.82,0,65535,997,997,0,0,0,1,1.00E+00,1.00E+00
734,625.13,15996.75,-15996.75,0,65535,811,811,0,0,0,1,1.00E+00,1.00E+00
735,625.52,15986.69,-15986.69,0,65535,779,779,0,0,0,1,1.00E+00,1.00E+00
736,625.91,15976.65,-15976.65,0,65535,937,937,0,0,0,1,1.00E+00,1.00E+00
737,626.31,15966.62,-15966.62,0,65535,1131,1131,0,0,0,1,1.00E+00,1.00E+00
738,626.7,15956.61,-15956.61,0,65535,1077,1077,0,0,0,1,1.00E+00,1.00E+00
739,627.09,15946.62,-15946.62,0,65535,1139,1139,0,0,0,1,1.00E+00,1.00E+00
740,627.49,15936.63,-15936.63,0,65535,1267,1267,0,0,0,1,1.00E+00,1.00E+00
741,627.88,15926.66,-15926.66,0,65535,1433,1433,0,0,0,1,1.00E+00,1.00E+00
742,628.27,15916.71,-15916.71,0,65535,1463,1463,0,0,0,1,1.00E+00,1.00E+00
743,628.66,15906.77,-15906.77,0,65535,1725,1725,0,0,0,1,1.00E+00,1.00E+00
744,629.06,15896.84,-15896.84,0,65535,1443,1443,0,0,0,1,1.00E+00,1.00E+00
745,629.45,15886.93,-15886.93,0,65535,1343,1343,0,0,0,1,1.00E+00,1.00E+00
746,629.84,15877.04,-15877.04,0,65535,1327,1327,0,0,0,1,1.00E+00,1.00E+00
747,630.23,15867.15,-15867.15,0,65535,1413,1413,0,0,0,1,1.00E+00,1.00E+00
748,630.63,15857.28,-15857.28,0,65535,1631,1631,0,0,0,1,1.00E+00,1.00E+00
749,631.02,15847.43,-15847.43,0,65535,1683,1683,0,0,0,1,1.00E+00,1.00E+00
750,631.41,15837.59,-15837.59,0,65535,1555,1555,0,0,0,1,1.00E+00,1.00E+00
751,631.8,15827.76,-15827.76,0,65535,1717,1717,0,0,0,1,1.00E+00,1.00E+00
752,632.19,15817.95,-15817.95,0,65535,1735,1735,0,0,0,1,1.00E+00,1.00E+00
753,632.59,15808.15,-15808.15,0,65535,1707,1707,0,0,0,1,1.00E+00,1.00E+00
754,632.98,15798.36,-15798.36,0,65535,1689,1689,0,0,0,1,1.00E+00,1.00E+00
755,633.37,15788.59,-15788.59,0,65535,1607,1607,0,0,0,1,1.00E+00,1.00E+00
756,633.76,15778.83,-15778.83,0,65535,1629,1629,0,0,0,1,1.00E+00,1.00E+00
757,634.15,15769.09,-15769.09,0,65535,1583,1583,0,0,0,1,1.00E+00,1.00E+00
758,634.54,15759.36,-15759.36,0,65535,1541,1541,0,0,0,1,1.00E+00,1.00E+00
759,634.94,15749.64,-15749.64,0,65535,1537,1537,0,0,0,1,1.00E+00,1.00E+00
760,635.33,15739.94,-15739.94,0,65535,1549,1549,0,0,0,1,1.00E+00,1.00E+00
761,635.72,15730.25,-15730.25,0,65535,1567,1567,0,0,0,1,1.00E+00,1.00E+00
762,636.11,15720.58,-15720.58,0,65535,1315,1315,0,0,0,1,1.00E+00,1.00E+00
763,636.5,15710.91,-15710.91,0,65535,1321,1321,0,0,0,1,1.00E+00,1.00E+00
764,636.89,15701.27,-15701.27,0,65535,1483,1483,0,0,0,1,1.00E+00,1.00E+00
765,637.28,15691.63,-15691.63,0,65535,1351,1351,0,0,0,1,1.00E+00,1.00E+00
766,637.67,15682.01,-15682.01,0,65535,1497,1497,0,0,0,1,1.00E+00,1.00E+00
767,638.06,15672.4,-15672.4,0,65535,1529,1529,0,0,0,1,1.00E+00,1.00E+00
768,638.45,15662.81,-15662.81,0,65535,1499,1499,0,0,0,1,1.00E+00,1.00E+00
769,638.85,15653.23,-15653.23,0,65535,1643,1643,0,0,0,1,1.00E+00,1.00E+00
770,639.24,15643.66,-15643.66,0,65535,1779,1779,0,0,0,1,1.00E+00,1.00E+00
771,639.63,15634.11,-15634.11,0,65535,1595,1595,0,0,0,1,1.00E+00,1.00E+00
772,640.02,15624.57,-15624.57,0,65535,1543,1543,0,0,0,1,1.00E+00,1.00E+00
773,640.41,15615.05,-15615.05,0,65535,1543,1543,0,0,0,1,1.00E+00,1.00E+00
774,640.8,15605.53,-15605.53,0,65535,1609,1609,0,0,0,1,1.00E+00,1.00E+00
775,641.19,15596.03,-15596.03,0,65535,1581,1581,0,0,0,1,1.00E+00,1.00E+00
776,641.58,15586.55,-15586.55,0,65535,1709,1709,0,0,0,1,1.00E+00,1.00E+00
777,641.97,15577.07,-15577.07,0,65535,1553,1553,0,0,0,1,1.00E+00,1.00E+00
778,642.36,15567.61,-15567.61,0,65535,1575,1575,0,0,0,1,1.00E+00,1.00E+00
779,642.75,15558.17,-15558.17,0,65535,1495,1495,0,0,0,1,1.00E+00,1.00E+00
780,643.14,15548.73,-15548.73,0,65535,1487,1487,0,0,0,1,1.00E+00,1.00E+00
781,643.53,15539.31,-15539.31,0,65535,1453,1453,0,0,0,1,1.00E+00,1.00E+00
782,643.92,15529.91,-15529.91,0,65535,1483,1483,0,0,0,1,1.00E+00,1.00E+00
783,644.31,15520.51,-15520.51,0,65535,1573,1573,0,0,0,1,1.00E+00,1.00E+00
784,644.7,15511.13,-15511.13,0,65535,1539,1539,0,0,0,1,1.00E+00,1.00E+00
785,645.09,15501.76,-15501.76,0,65535,1681,1681,0,0,0,1,1.00E+00,1.00E+00
786,645.48,15492.41,-15492.41,0,65535,1617,1617,0,0,0,1,1.00E+00,1.00E+00
787,645.87,15483.07,-15483.07,0,65535,1369,1369,0,0,0,1,1.00E+00,1.00E+00
788,646.26,15473.74,-15473.74,0,65535,1291,1291,0,0,0,1,1.00E+00,1.00E+00
789,646.65,15464.42,-15464.42,0,65535,1269,1269,0,0,0,1,1.00E+00,1.00E+00
790,647.03,15455.12,-15455.12,0,65535,1379,1379,0,0,0,1,1.00E+00,1.00E+00
791,647.42,15445.83,-15445.83,0,65535,1495,1495,0,0,0,1,1.00E+00,1.00E+00
792,647.81,15436.55,-15436.55,0,65535,1749,1749,0,0,0,1,1.00E+00,1.00E+00
793,648.2,15427.29,-15427.29,0,65535,1621,1621,0,0,0,1,1.00E+00,1.00E+00
794,648.59,15418.03,-15418.03,0,65535,1473,1473,0,0,0,1,1.00E+00,1.00E+00
795,648.98,15408.79,-15408.79,0,65535,1367,1367,0,0,0,1,1.00E+00,1.00E+00
796,649.37,15399.57,-15399.57,0,65535,1363,1363,0,0,0,1,1.00E+00,1.00E+00
797,649.76,15390.36,-15390.36,0,65535,1373,1373,0,0,0,1,1.00E+00,1.00E+00
798,650.15,15381.15,-15381.15,0,65535,1145,1145,0,0,0,1,1.00E+00,1.00E+00
799,650.53,15371.97,-15371.97,0,65535,1111,1111,0,0,0,1,1.00E+00,1.00E+00
800,650.92,15362.79,-15362.79,0,65535,1149,1149,0,0,0,1,1.00E+00,1.00E+00
801,651.31,15353.63,-15353.63,0,65535,1303,1303,0,0,0,1,1.00E+00,1.00E+00
802,651.7,15344.48,-15344.48,0,65535,1233,1233,0,0,0,1,1.00E+00,1.00E+00
803,652.09,15335.34,-15335.34,0,65535,1205,1205,0,0,0,1,1.00E+00,1.00E+00
804,652.48,15326.22,-15326.22,0,65535,1165,1165,0,0,0,1,1.00E+00,1.00E+00
805,652.86,15317.1,-15317.1,0,65535,1219,1219,0,0,0,1,1.00E+00,1.00E+00
806,653.25,15308,-15308,0,65535,1251,1251,0,0,0,1,1.00E+00,1.00E+00
807,653.64,15298.92,-15298.92,0,65535,1207,1207,0,0,0,1,1.00E+00,1.00E+00
808,654.03,15289.84,-15289.84,0,65535,1407,1407,0,0,0,1,1.00E+00,1.00E+00
809,654.42,15280.78,-15280.78,0,65535,1441,1441,0,0,0,1,1.00E+00,1.00E+00
810,654.8,15271.73,-15271.73,0,65535,1407,1407,0,0,0,1,1.00E+00,1.00E+00
811,655.19,15262.69,-15262.69,0,65535,1575,1575,0,0,0,1,1.00E+00,1.00E+00
812,655.58,15253.67,-15253.67,0,65535,1533,1533,0,0,0,1,1.00E+00,1.00E+00
813,655.97,15244.65,-15244.65,0,65535,1393,1393,0,0,0,1,1.00E+00,1.00E+00
814,656.36,15235.65,-15235.65,0,65535,1239,1239,0,0,0,1,1.00E+00,1.00E+00
815,656.74,15226.66,-15226.66,0,65535,1331,1331,0,0,0,1,1.00E+00,1.00E+00
816,657.13,15217.69,-15217.69,0,65535,1177,1177,0,0,0,1,1.00E+00,1.00E+00
817,657.52,15208.72,-15208.72,0,65535,1185,1185,0,0,0,1,1.00E+00,1.00E+00
818,657.9,15199.77,-15199.77,0,65535,1221,1221,0,0,0,1,1.00E+00,1.00E+00
819,658.29,15190.83,-15190.83,0,65535,1277,1277,0,0,0,1,1.00E+00,1.00E+00
820,658.68,15181.9,-15181.9,0,65535,1331,1331,0,0,0,1,1.00E+00,1.00E+00
821,659.07,15172.99,-15172.99,0,65535,1701,1701,0,0,0,1,1.00E+00,1.00E+00
822,659.45,15164.09,-15164.09,0,65535,1615,1615,0,0,0,1,1.00E+00,1.00E+00
823,659.84,15155.2,-15155.2,0,65535,1471,1471,0,0,0,1,1.00E+00,1.00E+00
824,660.23,15146.32,-15146.32,0,65535,1391,1391,0,0,0,1,1.00E+00,1.00E+00
825,660.61,15137.45,-15137.45,0,65535,1505,1505,0,0,0,1,1.00E+00,1.00E+00
826,661,15128.59,-15128.59,0,65535,1719,1719,0,0,0,1,1.00E+00,1.00E+00
827,661.39,15119.75,-15119.75,0,65535,1679,1679,0,0,0,1,1.00E+00,1.00E+00
828,661.77,15110.92,-15110.92,0,65535,1593,1593,0,0,0,1,1.00E+00,1.00E+00
829,662.16,15102.1,-15102.1,0,65535,1819,1819,0,0,0,1,1.00E+00,1.00E+00
830,662.55,15093.29,-15093.29,0,65535,1757,1757,0,0,0,1,1.00E+00,1.00E+00
831,662.93,15084.5,-15084.5,0,65535,1373,1373,0,0,0,1,1.00E+00,1.00E+00
832,663.32,15075.72,-15075.72,0,65535,1377,1377,0,0,0,1,1.00E+00,1.00E+00
833,663.7,15066.94,-15066.94,0,65535,1521,1521,0,0,0,1,1.00E+00,1.00E+00
834,664.09,15058.19,-15058.19,0,65535,1589,1589,0,0,0,1,1.00E+00,1.00E+00
835,664.48,15049.44,-15049.44,0,65535,1483,1483,0,0,0,1,1.00E+00,1.00E+00
836,664.86,15040.7,-15040.7,0,65535,1447,1447,0,0,0,1,1.00E+00,1.00E+00
837,665.25,15031.98,-15031.98,0,65535,1555,1555,0,0,0,1,1.00E+00,1.00E+00
838,665.63,15023.26,-15023.26,0,65535,1557,1557,0,0,0,1,1.00E+00,1.00E+00
839,666.02,15014.56,-15014.56,0,65535,1709,1709,0,0,0,1,1.00E+00,1.00E+00
840,666.41,15005.88,-15005.88,0,65535,1711,1711,0,0,0,1,1.00E+00,1.00E+00
841,666.79,14997.2,-14997.2,0,65535,1715,1715,0,0,0,1,1.00E+00,1.00E+00
842,667.18,14988.53,-14988.53,0,65535,1775,1775,0,0,0,1,1.00E+00,1.00E+00
843,667.56,14979.88,-14979.88,0,65535,1753,1753,0,0,0,1,1.00E+00,1.00E+00
844,667.95,14971.24,-14971.24,0,65535,1779,1779,0,0,0,1,1.00E+00,1.00E+00
845,668.33,14962.6,-14962.6,0,65535,1811,1811,0,0,0,1,1.00E+00,1.00E+00
846,668.72,14953.98,-14953.98,0,65535,1989,1989,0,0,0,1,1.00E+00,1.00E+00
847,669.1,14945.38,-14945.38,0,65535,1893,1893,0,0,0,1,1.00E+00,1.00E+00
848,669.49,14936.78,-14936.78,0,65535,1529,1529,0,0,0,1,1.00E+00,1.00E+00
849,669.87,14928.2,-14928.2,0,65535,1589,1589,0,0,0,1,1.00E+00,1.00E+00
850,670.26,14919.62,-14919.62,0,65535,1715,1715,0,0,0,1,1.00E+00,1.00E+00
851,670.64,14911.06,-14911.06,0,65535,1909,1909,0,0,0,1,1.00E+00,1.00E+00
852,671.03,14902.51,-14902.51,0,65535,1819,1819,0,0,0,1,1.00E+00,1.00E+00
853,671.41,14893.97,-14893.97,0,65535,1913,1913,0,0,0,1,1.00E+00,1.00E+00
854,671.8,14885.44,-14885.44,0,65535,1943,1943,0,0,0,1,1.00E+00,1.00E+00
855,672.18,14876.93,-14876.93,0,65535,1979,1979,0,0,0,1,1.00E+00,1.00E+00
856,672.57,14868.42,-14868.42,0,65535,2027,2027,0,0,0,1,1.00E+00,1.00E+00
857,672.95,14859.93,-14859.93,0,65535,1825,1825,0,0,0,1,1.00E+00,1.00E+00
858,673.34,14851.45,-14851.45,0,65535,2021,2021,0,0,0,1,1.00E+00,1.00E+00
